recipe_name,author,preparation_time,cook_time,total_time,rest_time,quantity,ingredients
Banana Bread au chocolat végan,Magimix,2 min,50 min,52 min,0 min,6 personnes,"['250 g de farine T45', '1 sachet de levure chimique', '1  gousse de vanille', '2  bananes très mûres', ""1 c.s. d'huile de coco"", '100 ml de lait végétal non sucré', '120 g de cassonade', '100 g de chocolat noir']"
Pancakes vegan,emmamathieu,2 min,0 min,2 min,0 min,6 personnes,"['500 g de farine', '60 g de cassonade', '1 c.c. de bicarbonate de soude', '1 pincée de sel', ""80 g d'huile végétale"", ""900 g de lait d'amandes, soja ou noisette""]"
Fajitas au poulet,Magimix,0 min,0 min,0 min,0 min,4 personnes,"['1  poivron rouge', '1  poivron vert', '1  oignon', ""1 c.s. d'huile d'olive"", '500 g de blanc de poulet', '1  avocat', '200 g de fromage râpé', '10 g de coriandre', '8  tortilla de blé', '100 g de crème fraîche', '5 g de chili en poudre', '1 c.c. de sel', '1 c.c. de poivre', '1 c.c. de sucre', ""5 g de poudre d'oignon"", ""5 g gousse d'ail"", '0.5 c.c. de cumin', '0.25 c.c. de piment de cayenne']"
Confiture de fraises light,escale_litteraire,5 min,15 min,20 min,0 min,1 pot,"['250 g de fraises', ""1 c.s. de sirop d'agave"", '1.5 c.s. de graines de chia']"
"Curry de patate douce, coco et cajou",Magimix,10 min,40 min,50 min,0 min,4 personnes,"['1  citron vert', '2  patate(s) douce(s)', ""2  gousse(s) d'ail"", '2 c.s. de curry en poudre', '1 c.c. de poivre noir moulu', '2 cm de gingembre frais', '1 c.c. de curcuma', '10 brins de coriandre fraîche', ""1 pincée de sel fin rose de l'Himalaya"", '1 poignée de noix de cajou', ""2 c.s. d'huile de coco vierge"", '400 ml de crème de coco', '2  oignon(s) nouveau(x)', '400 g de tomates entières pelées au jus', '1  petit piment oiseau (falcultatif)', '1 c.s. de tandoori massala en poudre']"
"Galettes végétales, quinoa et patate",Magimix,25 min,30 min,55 min,0 min,4 personnes,"['3  citrons verts', '100 g de patates douces', '140 g de quinoa', '80 g de farine de sarrasin', ""2  gousses d'ail"", '1 bouquet de persil plat', '1 c.c. de curcuma en poudre', '1 pincée de sel', '1 pincée de poivre']"
Curry Végétarien (Potimarron & Pois Chiche),Magimix,45 min,45 min,1 h 30,0 min,4 personnes,"[""1  gousse d'ail"", '4 c.c. de curry', '3 c.c. de cumin', '5 gousses de cardamome', '3 c.c. de curcuma', '5 feuilles de coriandre', '1 pincée de sel', ""2 c.s. d'huile d'olive"", '250 ml de lait de coco (facultatif)', '2  carottes', '1  oignon jaune', '200 g de tomates entières pelées au jus', '1  potimarron', '10  tomates cerises', '1 boîte de pois chiches']"
Pot au feu sans viande,MamzelleJuliie,15 min,40 min,55 min,0 min,4 personnes,"['2  carottes', '2  pommes de terre', '1  poireau', '1 branche de céleri branche', '1  oignon', '1  navet', '0.25  chou vert', '1  cube de bouillon de légumes', '2 feuilles de laurier', '1 pincée de sel', '1 pincée de poivre', ""0.5 L d'eau""]"
Burger aux restes d'agneau,Magimix,20 min,0 min,20 min,0 min,4 personnes,"['400 g agneau rôti effiloché', ""3  gousses d'ail"", '1  piment', '15 feuilles menthe', '5 g de coriandre', '5 g cumin', '5 g de mayonnaise', '1 pincée de sel', '1 pincée de poivre', '1 bouquet menthe', '1 bouquet persil', ""2  gousses d'ail"", '1  piment', '15 ml de jus de citron jaune', ""30 ml d'huile d'olive"", '1 pincée de sel', '4  pains burger', '1  oignon', '100 g de roquette']"
Rigatoni pois et chou kale,Magimix,20 min,0 min,20 min,0 min,4 personnes,"['50 g de chou kale', '100 g de petits pois', ""50 g d'épinards"", ""2  gousses d'ail"", '15 ml de jus de citron jaune', '45 g de crème fraîche', '1 pincée de sel', '350 g de pâtes', '1 bouquet de persil', '50 g de croûtons', '50 g de parmesan']"
Galettes de légumes,Magimix,15 min,5 min,20 min,0 min,12 pièces,"['1 bouquet coriandre', '2  échalotes', '2  pommes de terre', '2  carottes', '1  poireau', '2 c.s. de farine', '1  œuf', ""25 ml d'huile végétale"", '1 pincée de fleur de sel', '1 pincée de poivre']"
Piperade basque aux œufs et piment,Magimix,2 min,55 min,57 min,0 min,6 personnes,"[""1 c.s. d'huile d'olive"", '4  oignons', '2  poivrons verts', '2  poivrons rouges', '1 kg de tomates concassées', ""1 pincée de piment d'Espelette"", '1 c.s. de sucre roux', '1 pincée de sel', '1 pincée de poivre', '6  œufs']"
Wraps d'épinards à la truite,Magimix,10 min,5 min,30 min,15 min,8 pièces,"[""100 g d'épinards"", '50 g de farine T45', '2  œufs', ""25 ml d'eau"", '100 g de fromage ail & fines herbes', '100 g de truite', '0.5 bouquet de ciboulette', ""0.5 bouquet d'aneth"", '1 pincée de fleur de sel', '1 pincée de poivre', '1 c.c. de baies roses']"
Risotto petits pois & coppa,Magimix,5 min,20 min,25 min,0 min,4 personnes,"['1  petit oignon', '100 g de jambon cru', ""2 c.s. d'huile"", '250 g de riz', '660 ml de bouillon de volaille', '150 g de petits pois', '25 g de pecorino râpé']"
Dip aux pois et tahini,Magimix,20 min,0 min,20 min,0 min,4 personnes,"['500 g de petits pois', '65 g de tahin', ""9 c.c. d'épice"", '40 g de persil', '20 g de menthe', '2  citrons jaunes', '3  citrons jaunes', ""45 ml d'huile d'olive"", '2  oignons nouveaux', '4  radis', '1 pincée de sel', '1 pincée de poivre']"
Burger végé aux oignons,Al Brady,45 min,0 min,45 min,0 min,4 personnes,"['3  oignons rouges', '1  poivron rouge', '3  carottes', '150 g de chou blanc', '30 g de gingembre', ""3  gousses d'ail"", '1  piment', '1  piment', '20 g de coriandre', '100 g de farine de pois chiche', '100 g de farine de riz', '1 c.s. de masala', '1 c.c. de curcuma', '1 c.c. de cumin', '1 c.c. de sel', '100 g de chutney de mangue', '4  pains burger', '200 g de yaourt nature', '30 g de gingembre', ""1  gousse d'ail"", '1  piment', '20 g de coriandre', '60 g de menthe', '1  citron vert', '0.5 c.c. de sel', '0.5 c.c. de sucre', '0.5 c.c. de poivre']"
Crème dessert noisette chocolat,Magimix,15 min,12 min,27 min,0 min,4 personnes,"[""375 ml de lait d'avoine"", ""1  jaune d'œuf"", '2  œufs', '25 g de fécule de maïs (Maïzena®)', '50 g de purée de noisettes', '40 g de sucre', '50 g de chocolat noir']"
Pommes cuites aux pecans et raisins,Magimix,0 min,0 min,0 min,0 min,4 pièces,"['4  pommes rouges', '30 g noix de pécan', '45 g de raisins secs', '110 g de sucre roux', '1 c.c. de gingembre', '75 g de beurre', ""2 c.s. de sirop d'érable"", '0.5 c.c. de cannelle', ""125 ml d'eau""]"
Pudding aux dattes,Magimix,0 min,0 min,0 min,0 min,4 pièces,"['187 g de farine auto-levante', '260 g de dattes', '50 g de beurre', '0.5 c.c. de bicarbonate de soude', ""125 ml d'eau"", '0.5 c.c. de cannelle', '2  œufs', '220 g de sucre roux', ""375 ml d'eau bouillante"", '220 g de sucre roux', '25 g de beurre', '100 ml de crème']"
Poulet entier rôti,Magimix,25 min,2 h,2 h 25,0 min,4 pièces,"['1  poulet entier', ""1 c.s. d'huile d'olive"", '1  poireau', '8  pommes de terre', '0.5 c.c. de graines de fenouil', '3 brins thym', '2 c.s. de moutarde', '70 g de beurre', ""5 branches d'estragon"", '1 pincée de sel', '1 pincée de poivre']"
Croquettes légumes et fromage,Magimix,15 min,15 min,30 min,0 min,20 pièces,"['200 g de fromage frais', '3  carottes', '1 pincée de sel', '1 pincée de poivre', '0.5 bouquet de coriandre', '4  oignons nouveaux', '2  œufs', '100 g de chapelure', ""15 ml d'huile végétale""]"
Burger de bœuf BBQ,Magimix,0 min,0 min,0 min,0 min,4 personnes,"['1.5 kg de paleron de bœuf', ""50 ml d'huile d'olive"", '250 g de sauce barbecue', '60 ml de vinaigre de cidre', '500 ml de bouillon de volaille', '2 c.s. de moutarde', '1 c.s. de paprika', '1 c.s. de cumin', '3 c.c. de poivre', '3 c.c. de thym séché', '3 c.s. de sel', '0.5  fenouil', '2  pommes', '1  carotte', '0.5  chou cabus', '4 feuilles de menthe', '2 c.s. de ciboulette']"
Mousse chocolat et tofu,Magimix,10 min,0 min,4 h 10,4 h,4 personnes,"['349 g de tofu soyeux', '200 g de chocolat noir', ""30 ml de sirop d'érable"", '1 pincée de sel']"
Muffins 100 % orange de Mohamed,Magimix,25 min,20 min,45 min,0 min,9 pièces,"['1  orange', ""80 ml d'huile de colza"", '1  œuf', '1 sachet de levure chimique', '140 g de farine T45', '125 g de sucre', '70 g de chocolat noir']"
Tajine végétarien à la cocotte,Magimix,15 min,2 h,2 h 15,0 min,10 personnes,"['4  carottes', '1  courgette', '2  oignons', '2  poivrons jaunes', ""25 g d'huile d'olive"", ""8  gousses d'ail"", '4  citrons confits', '250 ml de vin blanc', '100 g de raisins blancs', ""100 g d'amandes"", '100 g de tomates cerises', '1 bouquet de persil', '1 pincée de fleur de sel', '1 pincée de poivre']"
Crumble choco-poires,Magimix,15 min,30 min,45 min,0 min,4 personnes,"['100 g de chocolat noir', '80 g de beurre', '80 g de sucre', '100 g de farine T45', '5 g de cacao', '4  poires', '50 g de miel']"
Petits sandwichs choco/noisettes,Magimix,20 min,15 min,2 h 35,2 h,8 personnes,"['100 g de chocolat au lait pâtissier', '100 ml de crème liquide', '40 g de poudre de noisettes', '200 g de farine', '140 g de beurre demi-sel mou', '100 g de sucre glace', '1  œuf', ""30 g de poudre d'amandes""]"
Gnocchis de pommes de terre,Magimix,45 min,5 min,50 min,0 min,4 personnes,"['1 kg de pommes de terre Bintje ou Roseval', '300 g de farine', '1  œuf', '50 g de flocons de pommes de terre déshydratés', '1 pincée de sel']"
Gigot d'agneau de 7 heures,Magimix,15 min,7 h,7 h 15,0 min,8 personnes,"[""2500 g de gigot d'agneau"", '1  cube de bouillon de légumes', '2 c.s. de concentré de tomate', '2  carottes', ""8  gousses d'ail"", '1  oignon', '1 bouquet bouquet garni', '1 kg de pommes de terre', '0.5  chou rouge', '1 bouquet de persil', ""3 c.s. de sirop d'agave"", '1 pincée de fleur de sel', '1 pincée de poivre', '4  cébettes (cives)']"
Boulettes de poulet aux herbes,Magimix,20 min,10 min,30 min,0 min,16 pièces,"['5 g de cassonade', ""1  de gousse d'ail"", '1 zeste de citron jaune', '15 feuilles de menthe', '10 feuilles de basilic', '200 g de yaourt à la grecque', '1 pincée de sel', '1 pincée de poivre', '1  échalote', '500 g de blanc de poulet', '1  œuf', '1 c.s. de moutarde', '1 zeste de citron jaune', '30 ml de jus de citron jaune', '1 pincée de sel', '1 pincée de poivre', '30 g de chapelure', ""1 c.s. d'huile d'olive""]"
Pâte à tartiner Kinder Bueno,Magimix,10 min,10 min,20 min,0 min,1 pot,"['100 g de noisettes', '200 g de chocolat blanc', ""2 c.s. d'huile de tournesol"", ""1 c.c. d'arôme vanille"", '1 pincée de fleur de sel', '50 g de gavottes']"
Galette poire-chocolat,Magimix,20 min,30 min,1 h 10,20 min,8 personnes,"['100 g de beurre', '160 g de chocolat noir', '60 g de sucre glace', ""60 g de poudre d'amandes"", '2  œufs', '2  poires', '2  pâtes feuilletée', '1  œuf']"
Poêlée de chorizo,Magimix,15 min,20 min,35 min,0 min,6 personnes,"['600 g de patate douce', '1  oignon', ""2  gousses d'ail"", '2  chorizo', '0.25  de chou vert', ""75 ml d'huile d'olive"", '4 brins de romarin', '20 feuilles de roquette']"
Parmentier de lentilles,Magimix,15 min,1 h 10,1 h 25,0 min,10 personnes,"['1.5 kg de pommes de terre', '250 g de lentilles', '125 ml de lait demi-écrémé, UHT', '100 g de beurre demi-sel', '3  oignons', '2  carottes', ""75 ml d'huile d'olive"", '2 c.s. de sucre', '2 c.s. de vinaigre balsamique', '2 c.s. de sauce soja', '1  cube de bouillon de légumes', ""250 ml d'eau"", '2 c.s. de concentré de tomate', '80 g de chapelure', '5 brins de persil']"
Muffins choco-courgette,Magimix,15 min,18 min,33 min,0 min,12 pièces,"['260 g de farine complète', '100 g de sucre', '25 g de cacao', '80 g de chocolat noir', '0.5 c.c. de cannelle', '0.5 c.c. de levure chimique', '0.5 c.c. de bicarbonate de soude', '125 ml de lait demi-écrémé, UHT', ""60 ml d'huile de colza"", '2  œufs', '1  courgette']"
Pizza au pecorino,Magimix,10 min,15 min,1 h 25,1 h,1 pizza,"['300 g de farine T65', '1 sachet de levure de boulanger', ""3 c.s. d'huile d'olive vierge extra"", '6 pincées de sel', ""155 ml d'eau"", '1  oignon', '10 c.s. de purée de tomate', '6  tomates cerises', '125 g de pecorino râpé', '1 poignée de basilic frais', ""1 pincée d'origan""]"
Bugnes lyonnaises,Magimix,10 min,10 min,20 min,0 min,4 personnes,"['350 g de farine', '8 g de levure chimique', '45 g de sucre', '120 g de beurre mou', '3  œufs', '1  citron jaune', '1 c.s. de rhum', '1 pincée de sel', ""500 ml d'huile de tournesol"", '2 c.s. de sucre glace']"
Velouté carottes et tomates séchées,Not found,Not found,Not found,Not found,Not found,Not found,Not found
Banana and pecan bread,Magimix,15 min,35 min,50 min,0 min,8 personnes,"['180 g de farine T55', '0.5 sachet de levure chimique', '80 g de beurre', '30 ml de lait', '2  œufs', '90 g de sucre', '2  bananes', '50 g de noix de pécan']"
Tarte tatin aux carottes et au miel,Magimix,20 min,55 min,1 h 25,10 min,8 personnes,"['250 g de farine T45', '130 g de beurre', ""80 ml d'eau"", '2  carottes', '1 c.s. de miel', '1 pincée de fleur de sel', '1 c.s. de curcuma', '1 pincée de poivre', '50 g de noisettes', '10 feuilles de coriandre']"
Moussaka vide frigo,Magimix,20 min,1 h 30,1 h 50,0 min,12 personnes,"['125 g de baguette', '1  oignon', ""6  gousses d'ail"", '2  courgettes', '4  carottes', '4  pommes de terre', '1  aubergine', '1  navet', '250 ml de vin blanc', '400 g tomates entières pelées au jus', ""15 ml d'huile d'olive"", '30 g de beurre demi-sel', '2 c.s. de sucre roux', '1 pincée de fleur de sel', '1 pincée de poivre']"
Lemon curd,Magimix,10 min,10 min,20 min,0 min,1 pot,"['3  citrons jaunes', '130 g de sucre', '60 g de beurre demi-sel', '2  œufs']"
Gratin de pommes de terre au romarin,Magimix,10 min,50 min,1 h,0 min,8 personnes,"['1  patate douce', '2  pommes de terre', '4  pommes de terre', '150 g de fromage râpé', '400 g de crème fraîche', '1 bouquet de thym', ""2  gousses d'ail"", '1 pincée de poivre']"
Gâteau de patate douce au chocolat,Magimix,10 min,50 min,1 h 10,10 min,8 personnes,"['250 g de patate douce', '200 g de chocolat noir', '100 ml de lait de coco', '2  œufs', '100 g de sucre', '150 g de farine T45', '75 g de noix de coco', '1 sachet de levure chimique', '50 ml de lait de coco']"
Filet mignon poires et clémentines,Magimix,30 min,1 h,1 h 45,15 min,6 personnes,"['1  filet mignon de porc', '4  poires', '2  échalotes', '1  citron vert', '4  clémentines', ""4 c.s. de sirop d'agave"", '1 c.c. de poudre 4 épices', '200 ml de fond de veau', '140 g de beurre demi-sel', '60 g de noisettes torréfiées', ""5 ml d'huile de noisette"", '1 bouquet de thym', '1 pincée de fleur de sel', '1 pincée de poivre']"
Clafoutis aux légumes du potager,Magimix,15 min,35 min,50 min,0 min,12 personnes,"['250 g de ricotta', '6  œufs', '130 g de farine T45', ""4 c.s. d'huile d'olive"", '1 pincée de fleur de sel', '1 pincée de poivre', '250 g épinards', '0.5 bouquet de ciboulette', '1  oignon', '2  carottes', '2  betteraves cuites', '1  poivron rouge']"
Frites maison,Magimix,15 min,30 min,45 min,0 min,4 personnes,"['4  pommes de terre', ""2 c.s. d'huile d'olive"", '1 pincée de sel', '1 pincée de poivre', '3 c.c. de paprika']"
Camembert et ses petits pains,Magimix,20 min,20 min,1 h 55,1 h 15,8 personnes,"['300 g de farine de blé semi-complète t110', '200 ml de lait entier', '7 g de levure sèche de boulanger', '1 c.s. de sel', '30 g de beurre', '1  camembert', ""3  gousses d'ail"", '3 branches de romarin', '1 pincée de poivre']"
Velouté champignons et châtaignes,Charlotte Ldj,10 min,25 min,35 min,0 min,6 personnes,"['300 g de champignons de Paris', '150 g de châtaignes', '1  oignon', '1  bouillon de volaille', ""400 ml d'eau"", '100 ml de crème liquide', '1 pincée de sel', '1 pincée de poivre', ""3 c.s. d'huile d'olive""]"
Salade tacos,Magimix,5 min,35 min,40 min,0 min,4 personnes,"['1  oignon', ""2  gousses d'ail"", ""2 c.s. d'huile d'olive"", '500 g de steak haché', '1 c.s. de concentré de tomate', '1 pincée de sel', '1 pincée de poivre', '2  laitue', '1  jus de citron vert', '100 g de cheddar', '400 g de haricots rouges', '25 ml de crème', '2 c.c. de cumin', '2 c.c. de paprika', ""1 c.c. d'origan"", ""2 g de poudre d'oignon"", '1 pincée de chili en poudre']"
Brioche de l'épiphanie,Magimix,20 min,25 min,2 h 45,2 h,1 pièce,"['1 pincée de fleur de sel', '60 g de sucre roux', '600 g de farine T45', '30 g de levure fraîche de boulanger', '60 g de fromage blanc', '2  œufs', ""200 ml de lait d'amandes"", ""3 c.s. d'arôme fleur d'oranger"", '100 g de beurre', ""1  jaune d'œuf"", '20 g de pistaches', '20 g de sucre', '100 g de fruits confits']"
Muffins au cheddar et au bacon,Magimix,25 min,25 min,50 min,0 min,6 pièces,"['3  œufs', '125 ml de lait demi-écrémé, UHT', '100 g de cheddar', ""80 ml d'huile de colza"", '1 pincée de poivre', '150 g de farine T45', '50 g de bacon fumé', '3  oignons nouveaux', '1 sachet de levure chimique']"
Poulet à la moutarde revisité,Magimix,20 min,30 min,50 min,0 min,4 personnes,"['600 g de blanc de poulet', '1 pincée de sel', '1 pincée de poivre', '3 c.c. de curry en poudre', '1 c.c. de paprika', '1  oignon', ""1 c.s. d'huile de colza"", ""400 ml d'eau"", '1  de bouillon de volaille', '1 c.s. de moutarde', '1 c.s. de fécule de maïs (Maïzena®)']"
Poulet Tikka Masala,Magimix,24 h,16 min,24 h 16,0 min,3 personnes,"['600 g de cuisses de poulet', '150 g de yaourt nature', '1.5 c.c. de coriandre', '1.5 c.c. de cumin', '0.5 c.s. de masala', '1 c.s. de curcuma', '1 c.s. de chili en poudre', '1 c.s. de sel', '100 g de purée de tomate', '1  oignon', ""2  gousses d'ail"", '2 cm de gingembre', ""30 ml d'huile de colza"", '20 ml de jus de citron jaune', '100 ml de crème liquide', '1 bouquet de coriandre']"
Cookies épices et chocolat,Magimix,15 min,10 min,25 min,0 min,12 pièces,"['100 g de spéculoos', '130 g de farine T45', '0.5 sachet de levure chimique', '75 g de beurre', '90 g de cassonade', '1  œuf', '100 g de chocolat noir']"
Shot vitamine C,Magimix,10 min,0 min,10 min,0 min,8 verres,"['20 g de gingembre', '1  pomme', '400 ml de jus d’orange', '75 ml de jus de citron jaune', '1 c.c. de curcuma', '1 pincée de poivre', '30 g de miel']"
Eau de pelures de pommes,Magimix,15 min,15 min,2 h 30,2 h,6 verres,"['1 kg de pommes', ""1 L d'eau"", '2 c.s. de sucre', '1 c.s. de jus de citron jaune', '15  glaçons']"
Biscuit anzac,Magimix,5 min,25 min,40 min,10 min,4 personnes,"[""128 g de flocons d'avoine roulés"", '136 g de farine T45', '146 g de sucre roux', '146 g de noix de coco', '125 g de beurre', '2 c.s. de sirop de maïs', ""2 c.s. d'eau"", '8 g de bicarbonate de soude']"
Souris d'agneau,Magimix,10 min,1 h 50,2 h,0 min,6 personnes,"['4  carottes', '3  échalotes', ""1 kg de souris d'agneau"", ""3  gousses d'ail"", '2 brins de thym', '2 brins de romarin', '3 c.c. de cumin', '1 L de bouillon de poulet', '2 c.s. de miel liquide', '4 c.s. de vinaigre balsamique', '30 g de figues séchées', '10  amandes']"
