recipe_name,tag,image_url,recipe_url,page,author,preparation_time,cook_time,total_time,rest_time,quantity,ingredients
Soupe aux raviolis chinois,SOUPES,https://assets.magimix.com/files/rec_18449/avatar_soupe-ravioli-avatar.jpg,https://www.magimix.fr/recettes/soupe-aux-raviolis-chinois_c,2,cookexpert.recipes,25,40,1,0,4 personnes,"['8 feuilles pâte à raviolis chinois', '2  carottes', '1  poireau', '2  blancs de poulet', '2  oignons nouveaux', ""1  gousse d'ail"", '0.25  chou chinois', '2 c.s. de sauce soja', '1 c.s. de nuoc-mâm', ""1 c.s. d'huile de sésame"", '1  cube de bouillon de légumes', ""1 L d'eau"", '1 c.c. de yuzu', '1 pincée de sel', '1 pincée de poivre']"
Cheesecake à la mangue,DESSERTS,https://assets.magimix.com/files/rec_76048/Copy of RECIPE AVATAR (1).jpg,https://www.magimix.fr/recettes/cheesecake-mangue_r,2,Emilia Fischer,35,1,7,6,6 personnes,"['240 g de biscuit à la cuillère', '40 g de noix de coco', '100 g de beurre', '500 g de fromage à tartiner', '200 g de sucre', '4  œufs', '2 c.s. de jus de citron jaune', ""2 c.c. d'arôme vanille"", '300 g de crème', '500 g de mangue']"
Cupcakes à la crème,DESSERTS,https://assets.magimix.com/files/rec_57423/avatar_cupcake-creme-avatar.jpg,https://www.magimix.fr/recettes/cupcakes-a-la-creme,2,Magimix,30,20,50,0,10 pièces,"['2  œufs', '100 g de sucre', '90 g de margarine', '80 ml de lait', '150 g de farine', '1 sachet de levure', '150 g de margarine', '200 g de sucre glace']"
Frittata à la caprésé,VÉGÉTARIENS,https://assets.magimix.com/files/rec_54034/avatar_RECIPE AVATAR.jpg,https://www.magimix.fr/recettes/caprese-frittata_c,2,Magimix,15,1,1,0,6 personnes,"['500 g de tomates cerises', '30 g de basilic', ""2  gousses d'ail"", ""2 c.s. d'huile d'olive"", '8  œufs', '80 ml de crème', '100 ml de lait entier', '0.5 c.c. de sel', ""50 g d'épinards"", '100 g de mozzarella', '1 c.c. de vinaigre balsamique']"
Daquiri à la fraise,BOISSONS,https://assets.magimix.com/files/rec_40566/avatar_RECIPE AVATAR.jpg,https://www.magimix.fr/recettes/daquiri-la-fraise_b,2,Vanessa Campbell,5,0,5,0,2 verres,"['8  fraises', '60 ml liqueur', '60 ml de vodka', '30 ml de cointreau', '5 c.s. de jus de citron jaune', '250 g de glaçons']"
Glace au chocolat blanc et macadamia,GLACES,https://assets.magimix.com/files/rec_75978/avatar_RECIPE AVATAR.jpg,https://www.magimix.fr/recettes/glace-au-chocolat-blanc-et-macadamia_g,2,Vanessa Campbell,15,0,17,2,6 personnes,"['2  oeufs', '60 g de sucre', '375 ml de lait entier', '375 ml de crème', '1 pincée de sel', '250 g de chocolat blanc', '100 g de noix']"
Soupe aux tomates,SOUPES,https://assets.magimix.com/files/rec_545/avatar_RECIPE AVATAR.jpg,https://www.magimix.fr/recettes/soupe-aux-tomates-c,2,Vanessa Campbell,10,30,40,0,4 personnes,"[""2 c.s. d'huile d'olive"", '1  oignon', '2  carottes', '1 kg de tomates', ""250 ml d'eau"", '2 c.s. de sucre', '2  cubes de bouillon de légumes', '5 g de sel', '2 g de poivre', '15  basilic', '1 pincée de piment de cayenne', '125 ml de crème']"
Velouté de carottes au pain d'épices,SOUPES,https://assets.magimix.com/files/rec_66963/avatar_veloute-carotte-epices-avatar.jpg,https://www.magimix.fr/recettes/veloute-de-carottes-au-pain-depices,2,bluemoon7819,20,30,50,0,6 personnes,"['500 g de carottes', '1  échalote', '1  orange', '0.5 c.c. de poudre 4 épices', ""2 tranches de pain d'épices"", '30 g de beurre', ""500 ml d'eau"", '1 pincée de sel', '1 pincée de poivre']"
Quiche au brocoli et poulet,VIANDES,https://assets.magimix.com/files/rec_44821/avatar_quiche-broco-poulet-avatar.jpg,https://www.magimix.fr/recettes/quiche-au-brocoli-et-poulet_c,2,caro_b179,15,1,1,0,4 personnes,"['1  brocoli', '1  blanc de poulet', '80 g de champignon de Paris', '2  œufs', '100 g de fromage à tartiner', '100 ml de lait demi-écrémé, UHT', '1 c.s. de moutarde', '1 pincée de sel', '1 pincée de poivre', '1  pâte brisée']"
Jarret d'agneau gourmand,VIANDES,https://assets.magimix.com/files/rec_23192/avatar_roasted-lamb-avatar.jpg,https://www.magimix.fr/recettes/jarret-dagneau-gourmand_c,2,Magimix,20,3,3,0,4 personnes,"[""1600 g d'agneau"", ""50 ml d'huile d'olive"", '2  carottes', '2  céleris branches', '2 feuilles de laurier', '1  oignon', ""3  gousses d'ail"", '15 g de graines de moutarde', '900 g de coulis de tomates', '50 g de concentré de tomate', ""3 c.c. d'harissa"", '500 ml de bouillon de bœuf', '500 ml de vin rouge', '1 c.s. de romarin', '1 c.s. de thym', '6  oignons nouveaux', '1 pincée de sel', '1 pincée de poivre', '10 g de persil']"
Café glacé à la grecque,BOISSONS,https://assets.magimix.com/files/rec_89446/avatar_cafe-glace.jpg,https://www.magimix.fr/recettes/cafe-glace-la-grecque_b,2,Magimix,5,0,5,0,1 verre,"['2 c.c. de café', '1 c.c. de sucre', ""350 ml d'eau"", '10  glaçons']"
Gaspacho de carottes,SOUPES,https://assets.magimix.com/files/rec_2019/avatar_gaspacho-carrot-avatar.jpg,https://www.magimix.fr/recettes/gaspacho-de-carottes_b,2,delapartdececile,10,0,10,0,4 personnes,"['3  carottes', '3  oranges', '15 ml de jus de citron jaune', '1 c.c. graines de coriandre', '1 pincée de sel', '1 pincée de poivre', '15 g graines de courge', '1 c.c. de baies roses']"
Curry de bœuf Korma,VIANDES,https://assets.magimix.com/files/rec_28372/avatar_RECIPE AVATAR6.jpg,https://www.magimix.fr/recettes/curry-de-buf-korma_c,2,Vanessa Campbell,0,4,4,0,4 personnes,"['1  oignon', ""3  gousses d'ail"", '2 c.c. de gingembre', ""3 c.s. d'huile d'olive"", '1.2 kg de paleron de boeuf', '1 c.s. de sel', '2 c.c. de poivre', '4 c.c. de pâte de curry rouge thaï', '400 ml de lait de coco', '1  patate douce', '1 poignée de noix de cajou', '1 c.s. de coriandre', '100 g de riz']"
Ragoût de bœuf,VIANDES,https://assets.magimix.com/files/rec_88735/avatar_RECIPE AVATAR5.jpg,https://www.magimix.fr/recettes/ragout-de-boeuf_co,2,Vanessa Campbell,0,0,0,0,4 personnes,"['1.2 kg de bœuf', '1 c.s. de sel', '1 c.c. de poivre', ""3 c.s. d'huile d'olive"", ""3  gousses d'ail"", '1  oignon', '2  carottes', '3  céleri branches', '800 g de tomates entières pelées au jus', '2  bouillons de bœuf', '250 ml de vin rouge', ""375 ml d'eau"", '3 feuilles laurier', '500 g de pâtes', '50 g de parmesan', '3 c.s. de concentré de tomate']"
Glace au chèvre frais,ENTRÉES,https://assets.magimix.com/files/rec_4535/avatar_glace-chevre-avatar.jpg,https://www.magimix.fr/recettes/glace-au-chevre-frais_g,2,Magimix,45,0,45,0,6 personnes,"['400 g de fromage de chèvre', '250 g de yaourt à la grecque', '100 g de crème liquide', '30 g de miel', '1 pincée de fleur de sel']"
Taboulé turc,LÉGUMES,https://assets.magimix.com/files/rec_26994/avatar_taboule-turc-avatar.jpg,https://www.magimix.fr/recettes/taboule-turc_c,2,sandrine_aydogan,20,10,1,30,4 pâtes,"[""220 g d'eau"", '1.5 c.s. de concentré de tomate', '240 g de boulghour', '1 c.c. de cumin', '1 c.c. de paprika', '1 pincée de piment de cayenne', ""40 g d'huile d'olive"", '4  oignons nouveaux', '10 branches de persil', '150 g de menthe', '150 g de concombre', '100 g de poivron rouge', '100 g de tomate', '25 g de jus de citron jaune', '1 pincée de sel', '1 pincée de poivre']"
Poulet au miel et à l'ail,VIANDES,https://assets.magimix.com/files/rec_80419/avatar_RECIPE AVATAR3.jpg,https://www.magimix.fr/recettes/poulet-au-miel-et-lail_c,2,Vanessa Campbell,5,0,5,0,4 personnes,"['1000 g de cuisse de poulet', '80 ml de sauce soja', '80 ml de miel', '2 c.s. de concentré de tomate', '2 c.s. de sauce sriracha', ""4  de gousse d'ail"", '1 c.s. de vinaigre de riz', '2 c.s. de farine de maïs', '1  échalote', '1 pincée de graines de sésame']"
Poulet à la crème à la toscane,VIANDES,https://assets.magimix.com/files/rec_26517/avatar_RECIPE AVATAR2.jpg,https://www.magimix.fr/recettes/poulet-la-creme-la-toscane_c,2,Vanessa Campbell,10,3,3,0,3 personnes,"['750 g de filets de cuisse sans peau', '1 c.s. de sel', '1 c.c. de poivre', '2 c.s. de paprika', ""30 g de poudre d'oignon"", ""2 c.s. d'huile d'olive"", ""3  gousses d'ail"", '125 g de tomates séchées', '2 c.s. de moutarde', '100 ml de fond de volaille', '300 ml de crème fraîche', ""90 g d'épinards"", '100 g de parmesan']"
Gnocchis aux brocolis,"PÂTES, RIZ, PIZZA",https://assets.magimix.com/files/rec_45446/avatar_gnocchis-brocolis-avatar.jpg,https://www.magimix.fr/recettes/gnocchis-aux-brocolis_c,2,marcgarciach,15,30,45,0,4 personnes,"['1  brocoli', '350 g de gnocchis', '40 g de pignons de pin', '1  oignon', ""10 ml d'huile d'olive"", '100 g de crème fraîche', '1 pincée de sel', '1 pincée de poivre', '5 brins de persil', '50 g de parmesan']"
Gâteau au fromage blanc et fruits,DESSERTS,https://assets.magimix.com/files/rec_2334/avatar_cheesecake-berry-avatar.jpg,https://www.magimix.fr/recettes/gateau-au-fromage-blanc-et-fruits_c,2,delices_decouverte,20,45,1,0,6 personnes,"['500 g de fromage blanc', '60 g de fécule de maïs (Maïzena®)', ""60 g de sirop d'érable"", '2  œufs', '110 g de fruits rouges surgelés', '0.5 sachet de levure chimique', '0.5 sachet de sucre vanillé', '1 zeste de citron jaune']"
Smoothie fruité au butternut,BOISSONS,https://assets.magimix.com/files/rec_42540/avatar_smoothie-butternut-avatar.jpg,https://www.magimix.fr/recettes/smoothie-fruite-au-butternut_c,2,justine_forget,5,0,5,0,2 verres,"['120 g de courge butternut', '1  poire', '1  banane', ""500 ml de lait d'amandes"", '1 c.c. de cannelle']"
"Smoothie mangue, ananas et épinards",BOISSONS,https://assets.magimix.com/files/rec_98048/avatar_smoothie-mango-spinach-avatar.jpg,https://www.magimix.fr/recettes/smoothie-mangue-ananas-et-epinards_b,2,mondes.a.decouvrir,5,0,5,0,2 verres,"[""1 poignée d'épinards"", '0.5  mangue', '0.25  ananas', ""200 ml de lait d'amandes""]"
Carrot cake végé,DESSERTS,https://assets.magimix.com/files/rec_23560/avatar_carrot-cake-avatar.jpg,https://www.magimix.fr/recettes/carrot-cake-vg_c,2,Magimix,20,50,1,0,8 personnes,"['250 g de carottes', '100 g de sucre roux', ""60 g d'huile de coco"", ""150 ml de lait d'amandes"", '100 g de compote de pommes', ""1 c.c. d'extrait de vanille"", '230 g de farine T45', '75 g de raisins secs', '75 g de noix', '1 pincée de fleur de sel', '1 pincée de cannelle', '1 sachet de levure chimique', '45 ml de jus de citron jaune', '1 zeste de citron jaune', '3 c.s. de sucre glace', '100 g de noix', ""3 c.s. d'eau""]"
Cookies épeautre et cranberries,DESSERTS,https://assets.magimix.com/files/rec_71897/TOME2_VEGETARIENNE_26072018_DEF_DEF_BF_Page_71.jpg,https://www.magimix.fr/recettes/cookies-epeautre-et-cranberries,2,Magimix,10,10,20,0,6 pièces,"[""80 g d'huile de coco"", '60 g de sucre de canne', ""60 ml de lait d'amandes"", ""25 g de flocons d'avoine"", '1 c.c. de bicarbonate de soude', '1 c.c. de vinaigre de cidre', '60 g de cranberries', ""200 g de farine d'épeautre""]"
Financiers au matcha sans gluten,DESSERTS,https://assets.magimix.com/files/rec_59526/avatar_financier-matcha-avatar.jpg,https://www.magimix.fr/recettes/financiers-au-matcha-sans-gluten,2,Magimix,10,12,22,0,8 pièces,"[""60 g d'amandes"", '60 g de pistaches', '60 g de flocons d’avoine', '120 g de sucre roux', '1 c.c. de poudre de thé vert matcha', ""4  blancs d'œufs""]"
Granola à l'abricot et à la figue,DESSERTS,https://assets.magimix.com/files/rec_8544/Pages_de_TOME2_VEGETARIENNE_26072018_DEF_DEF_BF.jpg,https://www.magimix.fr/recettes/granola-a-l_abricot-et-a-la-figue_c,2,Magimix,15,20,35,0,1 pot,"['25 g de flocons d’avoine', '50 g de noix de pécan', ""50 g d'amandes effilées"", '50 g de graines de courge', '50 g de graines de tournesol', ""50 g de sirop d'agave"", '75 g de figues séchées', ""75 g d'abricots secs""]"
Riz au lait végan à l'indienne,DESSERTS,https://assets.magimix.com/files/rec_38697/healthymalo_Rizaulait_HD.jpg,https://www.magimix.fr/recettes/riz-au-lait-vegan_c,2,Magimix,20,20,40,0,4 personnes,"['100 g de riz Arborio', '1 pincée de pistils de safran', '25 g de raisins secs Golden', '1 pincée de noix de coco en poudre bio', ""1 c.c. d'amandes effilées toastées"", '1 c.c. de pistaches émondées', '65 g de cassonade', '0.5 c.c. de cardamome', '600 ml de lait de noix de cajou']"
Banana Bread au chocolat végan,DESSERTS,https://assets.magimix.com/files/rec_39598/pomverte_bananabread.jpg,https://www.magimix.fr/recettes/banana-bread,2,Magimix,2,50,52,0,6 personnes,"['250 g de farine T45', '1 sachet de levure chimique', '1  gousse de vanille', '2  bananes très mûres', ""1 c.s. d'huile de coco"", '100 ml de lait végétal non sucré', '120 g de cassonade', '100 g de chocolat noir']"
Pancakes vegan,DESSERTS,https://assets.magimix.com/files/rec_7316/avatar_IMG0381.jpg,https://www.magimix.fr/recettes/pancakes-vegan_i,2,emmamathieu,2,0,2,0,6 personnes,"['500 g de farine', '60 g de cassonade', '1 c.c. de bicarbonate de soude', '1 pincée de sel', ""80 g d'huile végétale"", ""900 g de lait d'amandes, soja ou noisette""]"
Fajitas au poulet,VIANDES,https://assets.magimix.com/files/rec_41264/avatar_RECIPE AVATAR- chicken faritas.jpg,https://www.magimix.fr/recettes/fajitas-au-poulet_c,2,Magimix,0,0,0,0,4 personnes,"['1  poivron rouge', '1  poivron vert', '1  oignon', ""1 c.s. d'huile d'olive"", '500 g de blanc de poulet', '1  avocat', '200 g de fromage râpé', '10 g de coriandre', '8  tortilla de blé', '100 g de crème fraîche', '5 g de chili en poudre', '1 c.c. de sel', '1 c.c. de poivre', '1 c.c. de sucre', ""5 g de poudre d'oignon"", ""5 g gousse d'ail"", '0.5 c.c. de cumin', '0.25 c.c. de piment de cayenne']"
Confiture de fraises light,DESSERTS,https://assets.magimix.com/files/rec_87418/avatar_strawberry-jam-avatar.jpg,https://www.magimix.fr/recettes/confiture-de-fraises-light_c,2,escale_litteraire,5,15,20,0,1 pot,"['250 g de fraises', ""1 c.s. de sirop d'agave"", '1.5 c.s. de graines de chia']"
"Curry de patate douce, coco et cajou",VÉGÉTARIENS,https://assets.magimix.com/files/rec_16362/bymelissa_b_Currydepatatedouce_HD.jpg,https://www.magimix.fr/recettes/curry-de-patate-douce,2,Magimix,10,40,50,0,4 personnes,"['1  citron vert', '2  patate(s) douce(s)', ""2  gousse(s) d'ail"", '2 c.s. de curry en poudre', '1 c.c. de poivre noir moulu', '2 cm de gingembre frais', '1 c.c. de curcuma', '10 brins de coriandre fraîche', ""1 pincée de sel fin rose de l'Himalaya"", '1 poignée de noix de cajou', ""2 c.s. d'huile de coco vierge"", '400 ml de crème de coco', '2  oignon(s) nouveau(x)', '400 g de tomates entières pelées au jus', '1  petit piment oiseau (falcultatif)', '1 c.s. de tandoori massala en poudre']"
"Galettes végétales, quinoa et patate",VÉGÉTARIENS,https://assets.magimix.com/files/rec_67072/naturallylety_galettesv_g_tales_HD.jpg,https://www.magimix.fr/recettes/galettes-vegetales_c,2,Magimix,25,30,55,0,4 personnes,"['3  citrons verts', '100 g de patates douces', '140 g de quinoa', '80 g de farine de sarrasin', ""2  gousses d'ail"", '1 bouquet de persil plat', '1 c.c. de curcuma en poudre', '1 pincée de sel', '1 pincée de poivre']"
Curry Végétarien (Potimarron & Pois Chiche),VÉGÉTARIENS,https://assets.magimix.com/files/rec_79656/mariegourmandise_curryv_g_tarien_HD_Copier_.jpg,https://www.magimix.fr/recettes/curry-vegetarien-_potimarron-_-pois-chiche_c,2,Magimix,45,45,1,0,4 personnes,"[""1  gousse d'ail"", '4 c.c. de curry', '3 c.c. de cumin', '5 gousses de cardamome', '3 c.c. de curcuma', '5 feuilles de coriandre', '1 pincée de sel', ""2 c.s. d'huile d'olive"", '250 ml de lait de coco (facultatif)', '2  carottes', '1  oignon jaune', '200 g de tomates entières pelées au jus', '1  potimarron', '10  tomates cerises', '1 boîte de pois chiches']"
Pot au feu sans viande,VÉGÉTARIENS,https://assets.magimix.com/files/rec_76448/avatar_avatar-potaufeu-vege.jpg,https://www.magimix.fr/recettes/pot-au-feu-sans-viande_i,2,MamzelleJuliie,15,40,55,0,4 personnes,"['2  carottes', '2  pommes de terre', '1  poireau', '1 branche de céleri branche', '1  oignon', '1  navet', '0.25  chou vert', '1  cube de bouillon de légumes', '2 feuilles de laurier', '1 pincée de sel', '1 pincée de poivre', ""0.5 L d'eau""]"
Burger aux restes d'agneau,VIANDES,https://assets.magimix.com/files/rec_10573/avatar_Nayas leftover lamb burgers.jpg,https://www.magimix.fr/recettes/burger-aux-restes-dagneau_r,2,Magimix,20,0,20,0,4 personnes,"['400 g agneau rôti effiloché', ""3  gousses d'ail"", '1  piment', '15 feuilles menthe', '5 g de coriandre', '5 g cumin', '5 g de mayonnaise', '1 pincée de sel', '1 pincée de poivre', '1 bouquet menthe', '1 bouquet persil', ""2  gousses d'ail"", '1  piment', '15 ml de jus de citron jaune', ""30 ml d'huile d'olive"", '1 pincée de sel', '4  pains burger', '1  oignon', '100 g de roquette']"
Rigatoni pois et chou kale,VÉGÉTARIENS,https://assets.magimix.com/files/rec_94421/avatar_Nayas hidden veggie pasta sauce (1).jpg,https://www.magimix.fr/recettes/rigatoni-pois-et-chou-kale_r,2,Magimix,20,0,20,0,4 personnes,"['50 g de chou kale', '100 g de petits pois', ""50 g d'épinards"", ""2  gousses d'ail"", '15 ml de jus de citron jaune', '45 g de crème fraîche', '1 pincée de sel', '350 g de pâtes', '1 bouquet de persil', '50 g de croûtons', '50 g de parmesan']"
Galettes de légumes,LÉGUMES,https://assets.magimix.com/files/rec_4627/avatar_galette-legumes-avatar.jpg,https://www.magimix.fr/recettes/galettes-de-legumes_c,2,Magimix,15,5,20,0,12 pièces,"['1 bouquet coriandre', '2  échalotes', '2  pommes de terre', '2  carottes', '1  poireau', '2 c.s. de farine', '1  œuf', ""25 ml d'huile végétale"", '1 pincée de fleur de sel', '1 pincée de poivre']"
Piperade basque aux œufs et piment,VÉGÉTARIENS,https://assets.magimix.com/files/rec_51853/piperade_desgages.jpg,https://www.magimix.fr/recettes/piperade-basque-aux-ufs-et-piment_c,2,Magimix,2,55,57,0,6 personnes,"[""1 c.s. d'huile d'olive"", '4  oignons', '2  poivrons verts', '2  poivrons rouges', '1 kg de tomates concassées', ""1 pincée de piment d'Espelette"", '1 c.s. de sucre roux', '1 pincée de sel', '1 pincée de poivre', '6  œufs']"
Wraps d'épinards à la truite,APÉRITIFS,https://assets.magimix.com/files/rec_70702/avatar_wrap-truite-avatar.jpg,https://www.magimix.fr/recettes/wraps-depinards-la-truite_m,2,Magimix,10,5,30,15,8 pièces,"[""100 g d'épinards"", '50 g de farine T45', '2  œufs', ""25 ml d'eau"", '100 g de fromage ail & fines herbes', '100 g de truite', '0.5 bouquet de ciboulette', ""0.5 bouquet d'aneth"", '1 pincée de fleur de sel', '1 pincée de poivre', '1 c.c. de baies roses']"
Risotto petits pois & coppa,"PÂTES, RIZ, PIZZA",https://assets.magimix.com/files/rec_88665/Risotto_petits_pois_et_copp.jpg,https://www.magimix.fr/recettes/risotto-petits-pois-_-coppa_c,2,Magimix,5,20,25,0,4 personnes,"['1  petit oignon', '100 g de jambon cru', ""2 c.s. d'huile"", '250 g de riz', '660 ml de bouillon de volaille', '150 g de petits pois', '25 g de pecorino râpé']"
Dip aux pois et tahini,APÉRITIFS,https://assets.magimix.com/files/rec_1875/avatar_Stephens pea and tahini dip (2).jpg,https://www.magimix.fr/recettes/dip-aux-pois-et-tahini_r,2,Magimix,20,0,20,0,4 personnes,"['500 g de petits pois', '65 g de tahin', ""9 c.c. d'épice"", '40 g de persil', '20 g de menthe', '2  citrons jaunes', '3  citrons jaunes', ""45 ml d'huile d'olive"", '2  oignons nouveaux', '4  radis', '1 pincée de sel', '1 pincée de poivre']"
Burger végé aux oignons,VÉGÉTARIENS,https://assets.magimix.com/files/rec_23824/avatar_pakora_burger_s.jpg,https://www.magimix.fr/recettes/burger-vege-aux-oignons,2,Al Brady,45,0,45,0,4 personnes,"['3  oignons rouges', '1  poivron rouge', '3  carottes', '150 g de chou blanc', '30 g de gingembre', ""3  gousses d'ail"", '1  piment', '1  piment', '20 g de coriandre', '100 g de farine de pois chiche', '100 g de farine de riz', '1 c.s. de masala', '1 c.c. de curcuma', '1 c.c. de cumin', '1 c.c. de sel', '100 g de chutney de mangue', '4  pains burger', '200 g de yaourt nature', '30 g de gingembre', ""1  gousse d'ail"", '1  piment', '20 g de coriandre', '60 g de menthe', '1  citron vert', '0.5 c.c. de sel', '0.5 c.c. de sucre', '0.5 c.c. de poivre']"
